Lake,Year,Date,Month,LAB ID,Depth,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Total Nitrogen,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Radium.226,Notes,Nitrate and Nitrite (as N),Anion Sum,Cation Sum,,,,,
Slipper,1994,7-Jul-94,July,,1,11.2,8,3.23,6.35,<1,,0.48,3.1,3.1,<1.0,,0.8,,<1.0,0.005,<0.005,0.001,0.004,0.005,,,0.028,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.733,,<0.001,<0.001,0.0008,0.04,0.002,,0.457,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00003,,,,,,,,,,0.00004,<0.005,0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,1,11.6,8,2.8,6.4,1,,0.51,3.2,3.2,<1.0,,0.9,,<1.0,0.005,<0.005,0.001,0.003,0.005,,,0.027,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.709,,<0.001,<0.001,0.0008,0.05,0.001,,0.442,<0.005,<0.00005,<0.001,0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00003,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,4,11.2,8,3.49,6.38,<1,,0.44,3,3,<1.0,,0.9,,<1.0,0.009,<0.005,0.002,0.003,0.006,,,0.022,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.681,,<0.001,<0.001,0.0007,0.04,0.002,,0.434,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00003,,,,,,,,,,0.00003,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,4,11.1,8,3.54,6.33,<1,,0.59,3.1,3.1,<1.0,,0.7,,<1.0,0.005,<0.005,0.001,0.004,0.006,,,0.029,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.684,,<0.001,<0.001,0.0008,0.04,0.001,,0.446,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00001,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,4,12,9,3.65,6.43,<1,,0.49,3,3,<1.0,,0.7,,<1.0,0.007,<0.005,0.001,0.004,0.008,,,0.023,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.719,,<0.001,<0.001,0.0008,0.04,0.001,,0.452,<0.005,<0.00005,<0.001,0.001,,,<0.0005,,0.00002,,,,,,,,,,0.00005,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,8,11.8,9,2.51,6.33,<1,,0.52,2.8,2.8,<1.0,,0.5,,<1.0,0.005,<0.005,0.002,0.006,0.006,,,0.016,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.491,,<0.001,<0.001,0.0006,0.03,0.001,,0.312,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00001,,,,,,,,,,0.00003,0.006,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,8,11.6,8,2.11,6.35,<1,,0.53,2.6,2.6,<1.0,,0.5,,<1.0,0.009,<0.005,0.001,0.003,0.009,,,0.024,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.681,,<0.001,<0.001,0.0007,0.04,0.002,,0.44,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00003,,,,,,,,,,0.00004,<0.005,0.002,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,8,11.7,8,2.15,6.32,<1,,0.63,3.2,3.2,<1.0,,0.6,,<1.0,0.005,<0.005,0.001,0.003,0.011,,,0.024,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.719,,<0.001,<0.001,0.0009,0.04,0.001,,0.454,<0.005,<0.00005,<0.001,0.001,,,<0.0005,,0.00001,,,,,,,,,,0.00004,<0.005,0.002,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,12,11.5,8,2.57,6.32,<1,,0.61,3.2,3.2,<1.0,,0.6,,<1.0,0.006,<0.005,0.002,0.003,0.005,,,0.023,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.501,,<0.001,<0.001,0.0006,0.03,<0.001,,0.322,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00002,,,,,,,,,,0.00004,<0.005,0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,12,11.1,8,3.4,6.29,<1,,0.52,3.1,3.1,<1.0,,0.6,,<1.0,0.007,<0.005,0.001,0.003,0.006,,,0.019,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.681,,<0.001,<0.001,0.0007,0.03,<0.001,,0.426,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00003,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,12,11.1,8,1.94,6.18,1,,0.49,3.3,3.3,<1.0,,0.7,,<1.0,0.011,<0.005,0.001,0.003,0.012,,,0.015,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.684,,<0.001,<0.001,0.0006,0.03,0.001,,0.291,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00003,<0.005,0.004,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,16,10.7,7,1.9,6.06,1,,0.48,2.9,2.9,<1.0,,0.6,,<1.0,0.009,0.006,0.001,0.004,0.012,,,0.015,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.382,,<0.001,<0.001,0.0005,0.03,<0.001,,0.233,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00001,,,,,,,,,,0.00002,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,16,10.4,7,3.33,6.03,1,,0.49,3.3,3.3,<1.0,,0.7,,<1.0,0.009,0.006,<0.001,0.004,0.007,,,0.028,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.681,,<0.001,<0.001,0.0016,0.04,<0.001,,0.421,0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,7-Jul-94,July,,16,10.5,7,2.65,6.05,<1,,0.49,3.2,3.2,<1.0,,0.6,,<1.0,0.011,0.006,0.001,0.004,0.007,,,0.028,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.536,,<0.001,<0.001,0.0007,0.03,<0.001,,0.336,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00001,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,15-Aug-94,August,,1,12.5,7,4.15,5.9,<1,,0.61,3.8,3.8,<1.0,,0.7,,1,0.008,<0.005,0.002,0.004,0.013,,,0.015,<0.0002,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.814,,<0.001,<0.001,0.001,0.05,<0.001,,0.522,<0.005,<0.00005,<0.001,0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,15-Aug-94,August,,3,12.5,8,4.29,5.87,1,,0.61,3.5,3.5,<1.0,,0.8,,1.2,0.007,<0.005,0.001,0.003,0.006,,,0.014,<0.0002,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.814,,<0.001,<0.001,0.001,0.05,<0.001,,0.547,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00003,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,15-Aug-94,August,,5,12.5,8,4.13,5.88,<1,,0.66,3.6,3.5,<1.0,,1,,1.2,0.008,<0.005,0.001,0.003,0.005,,,0.012,<0.0002,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.811,,<0.001,<0.001,0.001,0.05,<0.001,,0.558,0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00004,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,15-Aug-94,August,,7,12.5,8,4.15,5.74,3,,0.57,3.7,3.7,<1.0,,0.7,,1.2,0.007,<0.005,0.001,0.004,0.006,,,0.013,<0.0002,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.796,,<0.001,<0.001,0.001,0.05,<0.001,,0.539,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,<0.001,,,,,,,,,,,,
Slipper,1994,15-Aug-94,August,,10,12.5,8,4.22,5.99,1,,0.67,3.7,3.7,<1.0,,0.9,,1.4,0.007,<0.005,0.001,0.004,0.006,,,0.013,<0.0002,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.8,,<0.001,<0.001,0.001,0.05,<0.001,,0.54,0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00003,<0.005,0.005,,,,,,,,,,,,
Vulture,1994,1-Jul-94,July,,1,10,7,1.71,6.42,1,,0.29,2.7,2.7,<1.0,,<0.5,,<1.0,<0.005,<0.005,<0.001,0.002,0.005,,,0.007,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.646,,<0.001,<0.001,0.0024,0.01,0.0014,,0.459,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,0.00001,,,,,,,,,,0.00002,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,1-Jul-94,July,,8,10,7,1.24,6.4,2,,0.34,2,2,<1.0,,<0.5,,<1.0,<0.005,<0.005,<0.001,0.002,0.003,,,0.006,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.627,,<0.001,<0.001,0.0036,<0.01,<0.0005,,0.421,<0.005,<0.00005,<0.001,0.0005,,,<0.0005,,<0.00001,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,1-Jul-94,July,,16,10,7,2.2,6.41,3,,0.29,3.5,3.5,<1.0,,<0.5,,<1.0,<0.005,<0.005,<0.001,0.002,0.003,,,0.007,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.668,,<0.001,<0.001,0.0009,<0.01,<0.0005,,0.449,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,<0.00001,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,1-Jul-94,July,,24,10,7,1.91,6.39,1,,0.22,2.3,2.3,<1.0,,0.6,,<1.0,<0.005,<0.005,<0.001,0.002,0.004,,,0.011,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.492,,<0.001,<0.001,0.0007,<0.01,0.0005,,0.358,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,0.00002,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,1-Jul-94,July,,33,9.9,7,1.71,6.39,2,,0.46,2.1,2.1,<1.0,,0.6,,<1.0,<0.005,<0.005,<0.001,0.002,0.003,,,0.006,<0.0001,<0.0001,<0.010,<0.003,,<0.050,<0.0001,0.433,,<0.001,<0.001,0.0006,<0.01,<0.0005,,0.304,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,<0.00001,,,,,,,,,,<0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,13-Aug-94,August,,1,10.5,8,3.45,6.68,<1,,0.38,3.6,3.6,<1.0,,0.6,,<1.0,<0.005,<0.005,0.001,0.002,0.003,,,0.022,<0.0001,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.661,,<0.001,<0.001,0.0005,<0.01,<0.001,,0.47,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,<0.00001,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,13-Aug-94,August,,9,10.5,7,3.4,6.31,<1,,0.29,3.4,3.4,<1.0,,0.8,,<1.0,<0.005,<0.005,<0.001,0.001,0.005,,,0.014,<0.0001,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.653,,<0.001,<0.001,0.0005,<0.01,<0.001,,0.461,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,<0.00001,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,13-Aug-94,August,,18,10.3,7,3.45,6.24,3,,0.14,3,3,<1.0,,0.7,,<1.0,<0.005,<0.005,0.001,0.004,0.004,,,0.008,<0.0001,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.648,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.45,<0.005,<0.00005,<0.001,<0.0005,,,<0.0005,,<0.00001,,,,,,,,,,<0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,13-Aug-94,August,,27,10.4,6,3.51,6.27,<1,,0.32,3.5,3.5,<1.0,,0.5,,<1.0,<0.005,<0.005,<0.001,0.002,0.004,,,0.008,<0.0001,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.661,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.465,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00001,<0.005,<0.001,,,,,,,,,,,,
Vulture,1994,13-Aug-94,August,,36,10.4,6,3.45,6.2,<1,,0.33,4,4,<1.0,,<0.5,,<1.0,<0.005,<0.005,<0.001,0.003,0.004,,,0.012,<0.0001,0.0001,<0.010,<0.003,,<0.050,<0.0001,0.655,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.452,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,<0.00001,<0.005,<0.001,,,,,,,,,,,,
Kodiak,1995,10-Aug-95,August,,0,23.5,15,7.84,6.64,1,,1.39,6.4,6.4,,,1.4,,2.6,0.041,0.036,0.002,0.001,0.009,,,0.07,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,1.56,,<0.001,<0.001,0.002,0.1,0.006,,0.97,<0.005,<0.00005,<0.001,0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00013,<0.005,0.003,,,,,,,,,,,,
Kodiak,1995,10-Aug-95,August,,2,22.7,14,7.56,6.68,1,,1.36,6.2,6.2,<1.0,,1.2,,1.9,0.035,0.031,0.002,0.001,0.008,,,0.075,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,1.47,,<0.001,<0.001,0.002,0.09,<0.001,,0.943,<0.005,<0.00005,<0.001,0.002,,,<0.0005,,<0.00001,,,,,,,,,,0.00013,<0.005,0.003,,,,,,,,,,,,
Kodiak,1995,10-Aug-95,August,,5,22.7,13,7.62,6.68,<1,,1.38,6.4,6.4,,,1.4,,2,0.043,0.035,0.002,0.001,0.01,,,0.077,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,1.5,,<0.001,<0.001,0.001,0.11,<0.001,,0.96,<0.005,<0.00005,<0.001,0.002,,,<0.0005,,<0.00001,,,,,,,,,,0.00011,<0.005,0.002,,,,,,,,,,,,
Kodiak,1995,10-Aug-95,August,,8,23,11,7.66,6.67,<1,,1.79,6.3,6.3,<1.0,,1.6,,1,0.051,0.045,0.002,0.001,0.011,,,0.094,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,1.5,,<0.001,<0.001,0.001,0.11,<0.001,,0.97,<0.005,<0.00005,<0.001,0.002,,,<0.0005,,<0.00001,,,,,,,,,,0.00011,<0.005,0.002,,,,,,,,,,,,
Kodiak,1995,10-Aug-95,August,,10,23.4,13,7.95,6.6,3,,2.03,6.2,6.2,<1.0,,1.3,,2.1,0.06,0.063,0.002,<0.001,0.013,,,0.14,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,1.57,,<0.001,<0.001,0.002,0.13,0.004,,0.992,<0.005,<0.00005,<0.001,0.002,,,<0.0005,,<0.00001,,,,,,,,,,0.00015,<0.005,0.003,,,,,,,,,,,,
Leslie,1995,,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nema,1995,11-Aug-95,August,,1,16.9,17,4.88,6.6,<1,,0.42,5,5,<1.0,,0.9,,1.2,0.015,<0.005,0.001,<0.001,0.005,,,0.029,<0.0001,0.0001,<0.01,<0.003,,<0.05,<0.0001,0.952,,<0.001,<0.001,0.001,0.04,0.002,,0.613,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00006,<0.005,0.002,,,,,,,,,,,,
Nema,1995,11-Aug-95,August,,3,17.6,10,4.84,6.69,<1,,0.39,5.1,5.1,<1.0,,1.1,,1.5,0.007,<0.005,0.001,<0.001,0.005,,,0.026,<0.001,<0.0001,<0.01,<0.003,,<0.05,0.0001,0.952,,<0.001,<0.001,0.0005,0.04,0.002,,0.612,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00005,<0.005,<0.001,,,,,,,,,,,,
Nema,1995,11-Aug-95,August,,5,17.2,10,4.69,6.22,2,,0.77,4.5,4.5,<1.0,,1,,<1.0,<0.005,<0.005,0.001,<0.001,0.005,,,0.027,<0.001,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.917,,<0.001,<0.001,0.001,0.04,0.002,,0.586,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00004,<0.005,0.001,,,,,,,,,,,,
Nema,1995,11-Aug-95,August,,7,17.2,10,4.76,6.67,4,,0.66,5.1,5.1,<1.0,,1.1,,<1.0,0.007,<0.005,0.001,<0.001,0.006,,,0.03,<0.001,0.0001,<0.01,<0.003,,<0.05,<0.0001,0.945,,<0.001,<0.001,0.0005,0.05,<0.001,,0.592,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00006,<0.005,0.001,,,,,,,,,,,,
Nema,1995,11-Aug-95,August,,9,18.2,11,4.68,6.63,3,,0.42,4.8,4.8,<1.0,,0.9,,1.3,0.008,<0.005,0.001,0.001,0.006,,,0.034,<0.0001,0.0001,<0.01,<0.003,,<0.05,<0.0001,0.917,,<0.001,<0.001,0.0005,0.05,<0.001,,0.585,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00005,<0.005,0.001,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,1,15,10,4.32,6.64,<1,,0.77,4.2,4.2,<1.0,,1.2,,1.4,0.018,<0.005,0.001,<0.001,0.005,,,0.027,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.845,,<0.001,<0.001,0.0005,0.05,0.005,,0.555,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00006,<0.005,0.001,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,3,15.9,10,4.34,6.58,<1,,0.52,3.8,3.8,<1.0,,0.9,,<1.0,0.015,<0.005,0.001,0.001,0.005,,,0.024,0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.843,,<0.001,<0.001,0.0005,0.05,0.003,,0.544,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00004,<0.005,0.001,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,5,15.2,10,4.33,6.56,<1,,0.5,3.9,3.9,<1,,0.9,,1.1,0.015,<0.005,0.001,<0.001,0.005,,,0.028,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.839,,<0.001,<0.001,0.0005,0.05,<0.001,,0.542,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00006,<0.005,0.001,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,7,14.9,9,4.34,6.51,<1,,0.48,4.2,4.2,<1,,0.9,,<1,0.019,<0.005,0.001,<0.001,0.005,,,0.025,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.85,,<0.001,<0.001,0.001,0.06,<0.001,,0.564,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00005,<0.005,0.005,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,7,15.2,9,4.28,6.55,<1,,0.55,4.1,4.1,<1,,1.1,,<1,0.013,<0.005,0.001,<0.001,0.005,,,0.026,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.853,,<0.001,<0.001,0.001,0.05,0.004,,0.56,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,0.00003,,,,,,,,,,0.00005,<0.005,0.003,,,,,,,,,,,,
Slipper,1995,11-Aug-95,August,,9,14.9,9,4.29,6.5,3,,1.85,3.9,3.9,<1,,0.9,,<1,0.018,<0.005,0.001,0.001,0.012,,,0.047,<0.0001,0.0001,<0.01,<0.003,,<0.05,0.0001,0.811,,<0.001,<0.001,0.001,0.07,<0.001,,0.557,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00006,<0.005,0.001,,,,,,,,,,,,
Vulture,1995,9-Aug-95,August,,1,10.1,6,3.3,6.95,<1,3.5,0.34,3.5,<1.0,0.7,,0.7,,<1.0,<0.005,<0.005,<0.001,<0.001,0.002,,,0.015,0.00005,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.608,,<0.001,<0.001,<0.0005,<0.01,0.001,,0.434,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,0.001,,,,,,,,,,,,
Vulture,1995,9-Aug-95,August,,5,10.5,5,3.36,6.8,4,3.3,0.22,3.3,<1.0,<0.5,,<0.5,,<1.0,<0.005,<0.005,<0.001,<0.001,0.002,,,0.015,0.00005,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.623,,<0.001,<0.001,<0.0005,0.03,<0.001,,0.453,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,0.002,,,,,,,,,,,,
Vulture,1995,9-Aug-95,August,,10,10.8,5,3.29,6.73,1,3.4,0.23,3.4,<1.0,<0.5,,<0.5,,<1.0,0.006,<0.005,<0.001,<0.001,0.003,,,0.016,0.00005,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.631,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.447,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,0.002,,,,,,,,,,,,
Vulture,1995,9-Aug-95,August,,15,10.8,7,3.31,6.74,<1,4,0.46,4,<1.0,<0.5,,<0.5,,1.6,0.006,<0.005,<0.001,0.001,0.002,,,0.016,0.00005,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.612,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.434,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,0.001,,,,,,,,,,,,
Vulture,1995,9-Aug-95,August,,21,10,6,3.33,6.59,<1,3.8,0.42,3.8,<1.0,<0.5,,<0.5,,<1.0,0.006,<0.005,<0.001,<0.001,0.002,,,0.018,0.00005,<0.0001,<0.01,<0.003,,<0.05,<0.0001,0.657,,<0.001,<0.001,<0.0005,<0.01,<0.001,,0.427,<0.005,<0.00005,<0.001,<0.001,,,<0.0005,,<0.00001,,,,,,,,,,0.00002,<0.005,0.002,,,,,,,,,,,,
Kodiak,1996,18-Apr-96,April,,1,16.7,29.67,4.7,6.72,1.5,,0.67,4.83,,,,0.36,,3,0.034,0.005,0.002,0.0005,0.009,,,0.00923,0.00043,0.000075,0.0028,0.000015,,n/a,0.000025,0.000813,,0.000115,0.0000415,0.0009,0.00667,0.00005,,0.00064,0.0004,0.000005,0.000035,0.00043,0.00063,,0.00025,,0.000025,0.00056,0.00627,,,,,,,,0.000025,0.000035,0.0027,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,1,20.4,20,7.05,6.56,4,,0.7,6,,,,1,,2.3,0.014,<0.005,0.001,0.004,0.008,,,0.033,<0.00005,0.00034,0.00752,<0.0005,,0.002,<0.00005,1.32,,0.0001,<0.0001,0.0014,0.08,<0.00005,,0.895,0.00445,,0.00011,0.001,<2,,<0.001,,<0.00001,<2,0.014,,,,,,,,0.00007,0.0001,0.001,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,1,20.5,17,7.02,6.59,4,,0.7,5.8,,,,1.1,,1.8,0.018,<0.005,0.001,0.002,0.008,,,0.036,<0.00005,0.00034,0.00762,<0.0005,,0.002,<0.00005,1.36,,0.0002,0.0002,0.0014,0.1,0.00006,,0.899,0.00476,,0.00012,0.001,<2,,<0.001,,<0.00001,<2,0.0142,,,,,,,,0.00007,0.0001,0.001,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,1,20.4,22,7.05,6.63,1,,0.7,6.2,,,,1,,2,0.016,<0.005,0.001,0.002,0.008,,,0.033,<0.00005,0.00034,0.00764,<0.0005,,0.002,<0.00005,1.34,,0.0002,<0.0001,0.0015,0.08,0.00006,,0.92,0.00432,,0.00011,0.001,<2,,<0.001,,<0.00001,<2,0.0141,,,,,,,,0.00007,0.0001,0.002,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,6,20.3,22,7.04,6.64,2,,0.6,5.7,,,,1,,1.7,0.014,<0.005,0.001,0.003,0.008,,,0.036,<0.00005,0.00033,0.00775,<0.0005,,0.002,<0.00005,1.36,,0.0002,<0.0001,0.0015,0.1,<0.00005,,0.926,0.00473,,0.00011,0.0011,<2,,<0.001,,<0.00001,<2,0.0142,,,,,,,,0.00007,0.0001,0.002,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,6,20.4,20,6.18,6.59,3,,0.7,5.2,,,,0.9,,2.1,0.017,<0.005,0.001,0.002,0.011,,,0.026,<0.00005,0.00032,0.00655,<0.0005,,0.002,<0.00005,0.99,,0.0002,0.0001,0.0012,0.05,<0.00005,,0.9,0.0033,,0.00012,0.0009,<2,,<0.001,,<0.00001,<2,0.0123,,,,,,,,0.00006,<0.0001,0.001,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,6,20.3,15,7.09,6.61,2,,0.5,5.4,,,,0.9,,2.2,0.019,<0.005,0.001,0.002,0.008,,,0.035,<0.00005,0.00033,0.00759,<0.0005,,0.002,<0.00005,1.34,,0.0002,<0.0001,0.0014,0.1,<0.00005,,0.921,0.00471,,0.00012,0.001,<2,,<0.001,,<0.00001,<2,0.0141,,,,,,,,0.00007,0.0001,0.001,,,,,,,,,,,,
Kodiak,1996,28-Jul-96,August,,12,21.8,17,7.55,6.39,3,,2.1,5.4,,,,0.8,,2,0.095,0.006,0.002,0.002,0.013,,,0.053,<0.00005,0.00051,0.0087,<0.0005,,0.002,<0.00005,1.48,,0.0003,0.0006,0.0016,0.59,0.00005,,0.938,0.0458,,0.00013,0.0013,<2,,<0.001,,<0.00001,<2,0.0149,,,,,,,,0.00009,0.0002,0.002,,,,,,,,,,,,
