Stream,Year,Date,Month,Lab ID,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Notes
1616 (TB),2010,4-Jul-10,July,L905864-4,<2.0,<10,<0.50,5.73,<3.0,0,<0.10,<1.0,<1.0,<1.0,<1.0,<0.50,,<0.50,0.0077,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,<0.000050,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616-30 (LLCF),2010,4-Jul-10,July,L905864-2,639,366,135,7.69,<3.0,0.6,0.96,33.2,33.2,<1.0,<1.0,106,,94.5,0.0066,3.39,0.0064,<0.0010,0.006,0.315,0.0485,0.00107,0.00042,0.0703,<0.00050,,0.019,0.000027,27.6,,<0.00050,<0.00010,0.00105,0.038,<0.000050,,14.5,0.00463,<0.000050,0.0626,0.00409,19.9,,<0.00050,0.246,<0.000010,59.9,0.58,,,,,,,,0.000406,<0.0010,<0.0010,,3.39,
1616-30 (LLCF),2010,4-Jul-10,July,L905864-5,631,355,132,7.7,<3.0,0.1,0.77,33.1,33.1,<1.0,<1.0,105,,93.8,0.008,3.36,0.0049,<0.0010,0.0064,0.252,0.0461,0.00115,<0.00040,0.0728,<0.00050,,0.03,<0.00020,28.8,,0.00078,<0.00010,0.00137,0.041,<0.00010,,15,0.00464,<0.000050,0.0654,0.00415,20.4,,<0.00050,0.249,<0.000010,61.5,0.596,,,,,,,,0.00042,<0.0010,0.0012,,3.52,
Christine-Lac du Sauvage,2010,4-Jul-10,July,L905876-5,31.9,20.2,9.76,6.96,<3.0,8,0.44,5,5,<2.0,<2.0,<0.50,,6.63,0.0129,<0.0050,<0.0010,<0.0010,0.0053,0.24,0.0279,<0.00010,0.000312,0.00395,<0.00020,,<0.0050,<0.000010,1.42,,<0.00020,<0.00010,0.00087,0.05,<0.000050,,1.51,0.00662,<0.000020,<0.000050,0.00087,1.2,,<0.00020,0.17,<0.00010,1.12,0.0103,,,,,,,,0.000028,0.000053,<0.0010,,5.19,
Christine-Lac du Sauvage,2010,4-Jul-10,July,L905876-6,31.7,20.6,10,6.92,<3.0,6.3,0.42,5.7,5.7,<2.0,<2.0,<0.50,,6.58,0.0174,<0.0050,<0.0010,<0.0010,0.0046,0.24,0.0286,<0.00010,0.000322,0.00412,<0.00020,,<0.0050,<0.000010,1.44,,<0.00020,<0.00010,0.00094,0.049,<0.000050,,1.56,0.00737,<0.000020,<0.000050,0.00093,1.22,,<0.00020,0.171,<0.00010,1.1,0.0104,,,,,,,,0.000029,0.000057,<0.0010,,5.21,
Counts Outflow,2010,4-Jul-10,July,L905876-1,12.6,8.3,3.95,6.38,11.2,13.3,1.07,3.7,3.7,<2.0,<2.0,<0.50,,1.12,0.0131,<0.0050,<0.0010,<0.0010,0.02,0.19,0.0714,<0.00010,0.000277,0.00239,<0.00020,,<0.0050,<0.000010,0.678,,<0.00020,0.00012,0.00075,0.131,<0.000050,,0.547,0.0115,<0.000020,<0.000050,0.00059,0.485,,<0.00020,0.148,<0.00010,0.506,0.00467,,,,,,,,0.000049,0.000154,<0.0010,,2.46,
Counts Outflow,2010,4-Jul-10,July,L905876-2,12.5,8.4,3.82,6.36,7.2,7.2,1.53,4.1,4.1,<2.0,<2.0,<0.50,,1.11,0.009,<0.0050,<0.0010,<0.0010,0.0135,0.19,0.0472,<0.00010,0.000205,0.00205,<0.00020,,<0.0050,<0.000010,0.652,,<0.00020,0.0001,0.00064,0.108,<0.000050,,0.531,0.0122,<0.000020,<0.000050,0.00049,0.486,,<0.00020,0.148,<0.00010,0.504,0.00436,,,,,,,,0.000033,0.000101,<0.0010,,2.53,
Cujo Outflow,2010,4-Jul-10,July,L905876-7,86,52.2,28.2,7.2,<3.0,0.4,0.68,15.7,15.7,<2.0,<2.0,1.16,,20.7,0.0186,<0.0050,<0.0010,<0.0010,0.0078,0.3,0.0179,<0.00010,0.000574,0.00749,<0.00020,,<0.0050,<0.000010,4.14,,<0.00050,0.00012,0.00069,0.093,<0.000050,,4.33,0.0121,<0.000020,0.000497,0.00097,3.28,,<0.00020,0.118,<0.00010,2.99,0.0343,,,,,,,,0.00006,0.000065,<0.0010,,6.07,
Cujo Outflow,2010,4-Jul-10,July,L905876-8,86.3,52,27.9,7.28,<3.0,-0.2,0.67,15.6,15.6,<2.0,<2.0,1.17,,20.8,0.0182,<0.0050,<0.0010,<0.0010,0.0075,0.3,0.0181,<0.00010,0.000538,0.0074,<0.00020,,<0.0050,0.000017,4.01,,<0.00050,0.00012,0.00068,0.093,<0.000050,,4.33,0.0117,<0.000020,0.000505,0.001,3.22,,<0.00020,0.111,<0.00010,2.96,0.0347,,,,,,,,0.000061,0.000065,<0.0010,,6.01,
Slipper-Lac de Gras,2010,4-Jul-10,July,L905876-3,91.8,50.3,21.8,6.83,<3.0,-1.1,0.84,9.6,9.6,<2.0,<2.0,11.7,,13.2,0.0198,<0.0050,<0.0010,<0.0010,0.0065,0.24,0.0287,<0.00010,0.00023,0.0103,<0.00020,,<0.0050,<0.000010,3.93,,<0.00020,<0.00010,0.00186,0.066,<0.000050,,2.92,0.00701,<0.000020,0.00295,0.00074,2.81,,<0.0010,0.169,<0.00010,6.04,0.0616,,,,,,,,0.000065,0.000071,0.0018,,3.79,
Slipper-Lac de Gras,2010,4-Jul-10,July,L905876-4,92.7,50.1,21.5,7.04,<3.0,-1.9,0.86,9.4,9.4,<2.0,<2.0,11.7,,13.3,0.02,<0.0050,<0.0010,<0.0010,0.0116,0.22,0.0261,<0.00010,0.00022,0.0104,<0.00020,,<0.0050,<0.000010,3.82,,<0.00020,<0.00010,0.00095,0.064,<0.000050,,2.9,0.00663,<0.000020,0.00291,0.00073,2.8,,<0.0010,0.173,<0.00010,5.91,0.0619,,,,,,,,0.000067,0.000077,<0.0010,,3.89,
1616-43 (KPSF),2010,5-Jul-10,July,L906745-1,88.1,55.3,34.7,7.71,<3.0,9.3,1.07,24.2,24.2,<2.0,<2.0,1.02,,14.5,0.0343,<0.0050,<0.0010,<0.0010,0.0142,0.37,0.0375,<0.00010,0.0011,0.00953,<0.00020,,0.0136,<0.000010,4.93,,<0.00050,0.00014,0.00125,0.416,0.000057,,5.43,0.00802,<0.000020,0.00372,0.00289,4.33,,<0.00020,0.223,<0.00010,3.62,0.051,,,,,,,,0.000615,<0.00050,<0.0010,,6.38,
1616-43 (KPSF),2010,5-Jul-10,July,L906745-2,89.5,56,35.2,7.64,<3.0,9.8,1.24,24.4,24.4,<2.0,<2.0,1.03,,14.6,0.0409,<0.0050,<0.0010,<0.0010,0.0147,0.37,0.0461,<0.00010,0.00115,0.0098,<0.00020,,0.0138,<0.000010,5.04,,<0.00050,0.00016,0.00193,0.413,0.000083,,5.5,0.00811,<0.000020,0.00377,0.00313,4.41,,<0.00020,0.259,<0.00010,3.68,0.0508,,,,,,,,0.000627,<0.00050,0.0015,,6.5,
Vulture-Polar,2010,5-Jul-10,July,L905878-1,12.8,10.3,4.13,6.32,<3.0,10.9,0.45,3.6,3.6,<2.0,<2.0,<0.50,,1.3,0.0107,<0.0050,<0.0010,<0.0010,0.0044,0.19,0.0599,<0.00010,0.000168,0.00382,<0.00020,,<0.0050,<0.000010,0.667,,0.00038,<0.00010,0.00109,0.061,<0.000050,,0.599,0.00225,<0.000020,<0.000050,0.00096,0.439,,<0.00020,0.422,<0.00010,0.422,0.00575,,,,,,,,0.000042,<0.00020,<0.0010,,4.56,
Vulture-Polar,2010,5-Jul-10,July,L905878-2,12.5,10.3,4.18,6.34,<3.0,12.9,0.45,3.5,3.5,<2.0,<2.0,<0.50,,1.3,0.0092,<0.0050,<0.0010,<0.0010,0.0042,0.2,0.0619,<0.00010,0.000161,0.00377,<0.00020,,<0.0050,<0.000010,0.696,,0.00039,<0.00010,0.0011,0.061,<0.000050,,0.592,0.00228,<0.000020,<0.000050,0.00094,0.439,,<0.00020,0.425,<0.00010,0.45,0.0057,,,,,,,,0.000043,<0.00020,<0.0010,,4.57,
1616 (FB),2010,7-Jul-10,July,L906607-2,3.5,<3.0,<0.50,5.4,,,<0.10,<2.0,,,,<0.50,,<0.50,0.0066,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,0.00273,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,0.0016,,<0.50,
1616 (TB),2010,7-Jul-10,July,L906607-3,2.1,<3.0,<0.50,5.54,,,<0.10,<2.0,,,,<0.50,,<0.50,0.0081,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616-43 (KPSF),2010,7-Jul-10,July,L906607-1,89.7,<3.0,31.9,7.65,,,0.82,25,,,,0.54,,7.6,0.0246,<0.0050,<0.0010,<0.0010,0.0135,,0.0333,<0.00010,0.00107,0.00879,<0.00050,,<0.010,0.000015,4.64,,<0.00050,0.00015,0.00122,0.355,0.000054,,4.92,0.00748,,0.0037,0.00294,4.5,,<0.00050,0.211,<0.000010,3.6,0.0472,,,,,,,,0.000616,<0.0010,<0.0010,,6.9,
1616-43 (KPSF),2010,7-Jul-10,July,L906607-4,87.3,<3.0,31.6,7.1,,,0.86,24.2,,,,1.03,,14.7,0.0224,0.0055,<0.0010,<0.0010,0.0146,,0.0308,<0.00010,0.00107,0.00899,<0.00050,,<0.010,<0.000010,4.59,,<0.00050,0.00015,0.00127,0.352,0.00005,,4.88,0.00673,,0.00373,0.00298,4.5,,<0.00050,0.205,<0.000010,3.5,0.0486,,,,,,,,0.00062,<0.0010,<0.0010,,6.88,
Lower PDC,2010,7-Jul-10,July,L907232-1,17.2,12.5,5.67,6.34,<3.0,15.3,1.27,4.2,4.2,<2.0,<2.0,<0.50,,1.83,0.0059,0.0143,<0.0010,<0.0010,0.0049,0.196,0.0819,<0.00010,0.000206,0.00574,<0.00020,,0.0077,<0.000010,1.01,,<0.00050,<0.00010,0.00239,0.087,<0.000050,,0.764,0.00257,<0.000020,<0.000050,0.00156,0.631,,<0.00020,0.436,<0.00010,0.581,0.00841,,,,,,,,0.000114,<0.00050,0.0028,,4.9,
Lower PDC,2010,7-Jul-10,July,L907232-2,16.2,12.5,5.61,6.67,<3.0,17,0.64,4,4,<2.0,<2.0,<0.50,,1.83,0.0128,0.015,<0.0010,<0.0010,0.0065,0.205,0.0815,<0.00010,0.000209,0.00575,<0.00020,,0.0087,<0.000010,0.995,,<0.00050,<0.00010,0.00247,0.087,<0.000050,,0.759,0.00255,<0.000020,<0.000050,0.00155,0.638,,<0.00020,0.425,<0.00010,0.587,0.00831,,,,,,,,0.000109,<0.00050,0.0034,,5,
Pigeon Stream R1,2010,10-Jul-10,July,,,,6.96,6.84,<3.0,,,,,,,,,,,,,,<0.30,,0.0879,<0.00010,0.00045,0.00641,<0.00050,,<0.010,0.000026,1.23,,0.00056,0.00028,0.00119,0.281,0.00007,,0.95,0.0107,<0.000050,0.000054,0.0017,<2.0,,<0.00050,0.359,<0.000010,<2.0,0.0101,,,,,,,,0.000101,<0.0010,0.0026,,,
Pigeon Stream R1,2010,10-Jul-10,July,,,,6.85,7.08,<3.0,,,,,,,,,,,,,,<0.30,,0.0605,<0.00010,<0.00040,0.00574,<0.00050,,<0.010,<0.000010,1.21,,<0.00050,0.00021,0.00111,0.205,<0.000050,,0.93,0.00729,<0.000050,<0.000050,0.00151,<2.0,,<0.00050,0.308,<0.000010,<2.0,0.00987,,,,,,,,0.000053,<0.0010,0.0017,,,
PigeonFB,2010,10-Jul-10,July,,,,<0.50,5.9,<3.0,,,,,,,,,,,,,,<0.30,,<0.0010,<0.00010,<0.00040,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,<0.000050,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,,
PigeonTB,2010,10-Jul-10,July,,,,<0.50,5.66,<3.0,,,,,,,,,,,,,,<0.30,,<0.0010,<0.00010,<0.00040,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,<0.000050,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,,
1616 (FB),2010,13-Jul-10,July,L908486-2,,<10,,5.99,<3.0,,,,,,,,,,0.0079,<0.0050,<0.0010,<0.0010,<0.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.50,
1616 (TB),2010,13-Jul-10,July,L908486-3,,<10,,5.7,<3.0,,,,,,,,,,0.0068,<0.0050,<0.0010,<0.0010,<0.0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.50,
1616-30 (LLCF),2010,13-Jul-10,July,L908486-1,,370,,7.76,<3.0,,,,,,,,,,0.0074,3.48,0.0042,<0.0010,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,
1616-30 (LLCF),2010,13-Jul-10,July,L908486-4,,380,,7.78,<3.0,,,,,,,,,,0.0073,3.47,0.0051,<0.0010,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,
1616 (FB),2010,17-Jul-10,July,L911249-2,<2.0,<10,<0.50,5.52,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616 (TB),2010,17-Jul-10,July,L911249-3,<2.0,<10,<0.50,5.47,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,0.0062,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616-30 (LLCF),2010,17-Jul-10,July,L911249-1,669,376,137,7.86,<3.0,,0.63,32.4,,,,90.9,,81,0.009,2.85,0.006,<0.0010,0.0062,,0.0302,0.00116,<0.00040,0.0667,<0.00050,,0.027,<0.00030,29.7,,<0.00050,<0.00010,0.00132,<0.030,0.00016,,15.2,0.0033,,0.0657,0.00398,21.2,,<0.00050,0.185,<0.000010,63.6,0.554,,,,,,,,0.000423,<0.0010,<0.0010,,2.63,
1616-30 (LLCF),2010,17-Jul-10,July,L911249-4,666,411,136,7.82,<3.0,,0.63,32.6,,,,109,,97.4,0.0098,3.43,0.0072,<0.0010,0.0054,,0.0308,0.00115,<0.0020,0.0661,<0.00050,,0.026,<0.00030,29.5,,0.00062,<0.00010,0.00141,<0.030,<0.000050,,15.1,0.00318,,0.0644,0.00376,21.1,,<0.00050,0.192,<0.000010,63.2,0.545,,,,,,,,0.000417,<0.0010,<0.0010,,2.53,
1616 (FB),2010,19-Jul-10,July,L911652-3,<2.0,<10,<0.50,5.89,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616 (TB),2010,19-Jul-10,July,L911652-4,<2.0,<10,<0.50,5.87,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,0.0103,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616-30 (LLCF),2010,19-Jul-10,July,L911652-1,652,387,137,7.77,<3.0,,0.57,33.9,,,,105,,89.8,0.0066,3.34,<0.010,<0.0010,0.0049,,0.0282,0.00116,<0.00040,0.0733,<0.00050,,0.023,<0.00030,29.5,,<0.00050,<0.00010,0.00141,<0.030,<0.000050,,15.3,0.00306,,0.0666,0.00368,21.4,,<0.00050,0.165,<0.000010,60.1,0.567,,,,,,,,0.000429,<0.0010,<0.0010,,3.21,
1616-30 (LLCF),2010,19-Jul-10,July,L911652-2,652,395,139,7.79,<3.0,,0.56,32.3,,,,107,,88.9,0.0066,3.26,<0.010,<0.0010,0.0051,,0.0285,0.00131,<0.00040,0.079,<0.00050,,0.025,<0.00040,30.1,,<0.00050,<0.00010,0.00128,<0.030,<0.000050,,15.5,0.00335,,0.0705,0.0039,21.7,,<0.00050,0.177,<0.000010,61,0.604,,,,,,,,0.000475,<0.0010,<0.0010,,3.09,
Pigeon Stream R1,2010,24-Jul-10,July,,,,,7,<3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pigeon Stream R1,2010,24-Jul-10,July,,,,,6.93,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigeonFB,2010,24-Jul-10,July,,,,,5.38,<3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PigeonTB,2010,24-Jul-10,July,,,,,5.68,<3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616 (FB),2010,26-Jul-10,July,L914612-3,<2.0,<10,<0.50,5.63,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,0.01,<0.0050,<0.0010,<0.0010,<0.0020,,<0.0010,<0.00010,<0.00010,<0.000050,<0.00050,,<0.010,<0.000010,<0.050,,<0.00050,<0.00010,<0.00010,<0.030,<0.000050,,<0.10,<0.000050,,<0.000050,<0.00050,<2.0,,<0.00050,<0.050,<0.000010,<2.0,<0.00010,,,,,,,,<0.000010,<0.0010,<0.0010,,<0.50,
1616 (TB),2010,26-Jul-10,July,L914612-4,<2.0,<10,-,5.43,<3.0,,<0.10,<2.0,,,,<0.50,,<0.50,0.008,<0.0050,<0.0010,<0.0010,<0.0020,,-,-,-,-,-,,-,-,-,,-,-,-,-,-,,-,-,,-,-,-,,-,-,-,-,-,,,,,,,,-,-,-,,<0.50,
1616-30 (LLCF),2010,26-Jul-10,July,L914612-1,673,380,144,8.09,<3.0,,0.56,33.1,,,,108,,96.1,0.0168,3.3,0.0103,<0.0010,0.0056,,0.0257,0.0012,0.00036,0.0745,<0.00050,,0.02,<0.000020,31.3,,<0.00050,<0.00010,0.00154,<0.030,<0.000050,,15.9,0.00288,,0.0664,0.00334,21.9,,<0.00050,0.161,<0.000010,64,0.601,,,,,,,,0.000383,<0.0010,<0.0010,,3.46,
1616-30 (LLCF),2010,26-Jul-10,July,L914612-2,673,383,144,7.96,<3.0,,0.5,33.3,,,,108,,96.3,0.0143,3.3,0.0113,<0.0010,0.0042,,0.0267,0.00121,0.00038,0.0756,<0.00050,,0.022,<0.000020,31.2,,<0.00050,<0.00010,0.00133,<0.030,<0.000050,,16,0.00271,,0.0664,0.00336,21.8,,<0.00050,0.154,<0.000010,64,0.607,,,,,,,,0.00038,<0.0010,<0.0010,,3.54,
1616-43 (KPSF),2010,1-Aug-10,August,L917224-20,96.5,56.9,33.9,8.04,<3.0,4.1,0.99,27.8,27.8,<2.0,<2.0,0.7,,14.5,0.0173,0.0064,<0.0010,<0.0010,0.0118,0.224,0.0245,<0.00010,0.00128,0.00818,<0.00020,,0.0093,0.000029,5.02,,0.00019,0.00022,0.00112,0.343,<0.000050,,5.17,0.0157,<0.000020,0.00441,0.00258,4.09,,<0.00010,0.142,<0.00010,3.16,0.0525,,,,,,,,0.000629,0.000139,<0.0010,,6.68,
1616-43 (KPSF),2010,1-Aug-10,August,L917224-26,92.7,56.2,34.3,7.84,<3.0,6.2,0.72,26.4,26.4,<2.0,<2.0,0.72,,14.6,0.0192,<0.0050,<0.0010,0.0013,0.0118,0.2,0.024,<0.00010,0.0013,0.00822,<0.00020,,0.0084,0.000036,5.07,,0.00015,0.00022,0.00114,0.346,<0.000050,,5.26,0.0155,<0.000020,0.00449,0.00266,4.09,,<0.00010,0.143,<0.00010,3.25,0.0535,,,,,,,,0.00063,0.000142,<0.0010,,6.55,
AEMPFB-STR,2010,1-Aug-10,August,L917224-7,<2.0,<1.0,<0.50,5.35,<3.0,0,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,0.0095,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000030,<0.000050,<0.00020,,<0.0050,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000050,,<0.0050,<0.000050,<0.000020,<0.000050,<0.00010,<0.050,,<0.00010,<0.050,<0.00010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
AEMPTB-STR,2010,1-Aug-10,August,L917224-8,<2.0,<1.0,<0.50,5.58,<3.0,0,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,0.0131,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000030,<0.000050,<0.00020,,0.006,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000050,,<0.0050,<0.000050,<0.000020,<0.000050,<0.00010,<0.050,,<0.00010,<0.050,<0.00010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
Christine-Lac du Sauvage,2010,1-Aug-10,August,L917224-5,32.9,21.5,11,7.09,7.6,10.8,0.7,6,6,<2.0,<2.0,<0.50,,6.58,0.0151,<0.0050,<0.0010,<0.0010,0.0065,0.18,0.0325,<0.00010,0.000407,0.00392,<0.00020,,0.0049,<0.000010,1.57,,<0.00010,0.00012,0.00109,0.089,<0.000050,,1.71,0.0154,<0.000020,0.000062,0.00079,1.36,,<0.00010,0.17,<0.00010,1.17,0.012,,,,,,,,0.00003,<0.000050,<0.0010,,5.24,
Christine-Lac du Sauvage,2010,1-Aug-10,August,L917224-9,32.5,21.8,11.3,6.91,<3.0,12.4,0.7,5.9,5.9,<2.0,<2.0,<0.50,,6.66,0.0155,<0.0050,<0.0010,<0.0010,0.0066,0.11,0.0283,<0.00010,0.000439,0.00405,<0.00020,,0.0049,<0.000010,1.6,,0.00012,0.00013,0.00107,0.092,<0.000050,,1.78,0.0159,<0.000020,0.00006,0.0008,1.42,,<0.00010,0.167,<0.00010,1.18,0.0122,,,,,,,,0.000029,<0.000050,<0.0010,,5.29,
Counts Outflow,2010,1-Aug-10,August,L917224-2,12.8,8.5,4.31,6.65,<3.0,17.6,0.53,3.6,3.6,<2.0,<2.0,<0.50,,0.99,0.019,<0.0050,<0.0010,<0.0010,0.0088,<0.050,0.0168,<0.00010,0.000246,0.00144,<0.00020,,0.0062,<0.000010,0.739,,0.00011,<0.00010,0.00065,0.082,<0.000050,,0.599,0.0055,<0.000020,<0.000050,0.00033,0.534,,<0.00010,0.151,<0.00010,0.456,0.0051,,,,,,,,0.00002,<0.000050,<0.0010,,2.72,
Counts Outflow,2010,1-Aug-10,August,L917224-10,12.6,8.8,4.4,6.87,<3.0,12.6,0.54,4.2,4.2,<2.0,<2.0,<0.50,,1.01,0.0098,<0.0050,<0.0010,<0.0010,0.0089,0.05,0.0179,<0.00010,0.000259,0.00144,<0.00020,,0.0048,<0.000010,0.737,,<0.00010,<0.00010,0.00057,0.081,<0.000050,,0.621,0.00527,<0.000020,<0.000050,0.00033,0.572,,<0.00010,0.151,<0.00010,0.463,0.00509,,,,,,,,0.000017,<0.000050,<0.0010,,2.63,
Cujo Outflow,2010,1-Aug-10,August,L917224-4,87.2,53.4,29.7,7.42,<3.0,3.4,0.67,17.1,17.1,<2.0,<2.0,1.05,,19.8,0.0113,<0.0050,<0.0010,<0.0010,0.0091,0.15,0.0145,<0.00010,0.000735,0.00633,<0.00020,,0.0073,<0.000010,4.21,,0.00011,0.0001,0.00083,0.123,<0.000050,,4.66,0.0119,<0.000020,0.00104,0.00096,3.58,,<0.00010,0.096,<0.00010,2.98,0.0376,,,,,,,,0.000092,0.000056,<0.0010,,6.33,
Cujo Outflow,2010,1-Aug-10,August,L917224-12,87.3,54,31.1,7.4,<3.0,6,0.66,16.9,16.9,<2.0,<2.0,1.06,,19.8,0.0108,<0.0050,<0.0010,<0.0010,0.0086,0.16,0.0146,<0.00010,0.000722,0.00659,<0.00020,,0.0064,0.000031,4.38,,<0.00010,0.00011,0.00087,0.127,<0.000050,,4.88,0.0122,<0.000020,0.00105,0.00096,3.83,,<0.00010,0.103,<0.00010,2.97,0.0391,,,,,,,,0.000093,<0.000050,<0.0010,,6.17,
Kodiak-Little,2010,1-Aug-10,August,L917224-21,24.8,17.1,8.89,7.12,<3.0,12.9,0.73,5.8,5.8,<2.0,<2.0,0.65,,2.91,0.0292,<0.0050,<0.0010,<0.0010,0.0144,0.13,0.0394,<0.00010,0.000269,0.0085,<0.00020,,0.0062,<0.000010,1.62,,0.00022,<0.00010,0.00184,0.088,<0.000050,,1.17,0.00701,<0.000020,0.000132,0.00226,1.06,,<0.00010,0.216,<0.00010,0.683,0.014,,,,,,,,0.000096,0.000082,<0.0010,,5.11,
Kodiak-Little,2010,1-Aug-10,August,L917224-13,24.5,17.6,9.04,7.07,<3.0,10.9,0.7,6.4,6.4,<2.0,<2.0,0.65,,2.88,0.0139,<0.0050,<0.0010,<0.0010,0.0072,0.07,0.0402,<0.00010,0.000277,0.00862,<0.00020,,0.0048,0.000018,1.63,,0.00019,0.00011,0.00178,0.093,<0.000050,,1.21,0.00696,<0.000020,0.000113,0.00227,1.07,,<0.00010,0.22,<0.00010,0.678,0.0141,,,,,,,,0.00009,0.000083,0.001,,5.27,
